,Nickname,Visit,Title,Review,Traveler_type,Families
689,Joanne R,16-Dec,Great burgers close to Theater District,On the expensive side but all in all good. The fries were tasty. Big selection of different drinks also. You can get milkshakes with alcohol in them which was different.,Solo,
690,Ramrab,16-Dec,Fantastic Burger in New York,Used to enjoy going to this 5 Napkin location even despite the fact that there always seemed to a huge crowd congregating around the reception desk and leaving the door open permitting cold air to travel easily into the immediate area of the restaurant (had...More,Friends,
691,punchyStafford,16-Dec,Real American burger experience ,"Tucked away on 9th Avenue on the fringe of the Theatre district is the best burger ""joint"" you will ever find. By far the best we have had in NYC. Short wait time at a full service bar transitioned to our waiter being very attentive...More",Business,
692,Chiennah,16-Sep,Good Food spoilt for us by deafening 'music',"We took two teenagers before our show. These were delicious burgers and the onion rings were perfect! They had a great deal that included salad, a burger of your choice and a hot fudge sundae all for $24. You do have to buy your fries...More",Solo,
693,V4936SKnickc,16-Oct,Burger like you've dreamed of,"We went for lunch and we had one of our best burger experience in New York, if you are looking for a good burger this is your place, by far one of the best options in town... We will come back for sure....",Solo,
694,davesupreme,16-Dec,Great tasty hamburger,"Just ate here for lunch. Just dropped in on the way back to Yodel before our transfers to Newark. Served by a very nice young man who explained the menu to us, opted for 2 burgers with a spicy waffle starter which was excellent, on...More",Families,
695,NYTraveller54,16-Nov,End of a Legend,"Maybe we are in a minority, but we found that we couldn't enjoy our meal because of the high decibels of the music, and the general noisy atmosphere.  Okay, it's great to have a buzzing atmosphere, and general chatter noise is expected - but when...More",Business,
696,LJ_8992,16-Dec,Burger heaven ,"Someone told me it was called 5 Napkins because of the juiciness of the burger. Either way we had 10 ounce burgers and they are probably the best I've ever had. The drinks, service and atmosphere were all brilliant and If I lived in New...More",Business,
697,Slymoxie,16-Dec,They take Reservations,"In a very central position (quite close to time square) is possible to eat a very really taste hamburger (5 napkin is great) and the side dishes are very good as well...I suggest the salad with avocado and tomatoes.The staff is friendly,work hard and very...More",Friends,
698,Eric Y,16-Nov,Short wait and very tasty burgers.,"Last time--a few months ago--I had been at old famous Five Napkin Hell's Kitchen, there was a 25-minute waiting list to be seated. This time around, the fact that our party of 4 was promptly seated on a Thursday night, peak hour of 9pm should...More",Friends,
699,Charlenenyc86,16-Jun,This is one of my go-to places.,We came here late on our first night arriving in NYC upon the recommendation of the receptionist at our hotel. We were starving and just dying for a tasty meal and this place didn't disappoint.. I had the chicken burger which was delicious. Be prepared...More,Families,
700,BDFD,16-Nov,Great outside lunch spot,"We walked by around 5:30 PM and it was empty.  Party of 5, 3 little kids.  Came back around 6 and it was packed with a 25 minute wait. Not much room to stand around & wait --awkward door situation with the host stand. Not...More",Couples,
701,INM30,16-Dec,Tasty burgers ,"Wanted something quick and kid friendly, this was only a block away from the InterContinental Hotel we were staying at.  The food was fantastic, would definitely go back.",Families,
702,tubb-diddy,16-Nov,"Tasty Burger, poor service........","I love to meet people here for burgers at a reasonable price - not cheap, but not super expensive.  I usually go to the one on 9th Ave, but sometimes in the UWS on Broadway in the 80's.  Nobody is not happy with their meal...More",Couples,
703,vas79vas,16-Nov,Great burger for a good price,"We ate here by chance during the NYC Marathon weekend. We had the most delicious salad bowls. We loved the concept of selecting the type of salad ""base"" and then choosing the add-on protein. I had the kale salad base with the tuna tataki steak...More",Friends,
704,jillyd2016,16-Nov,Excellent!,"Juicy tasty burgers it's really good with multi option in he menu , restaurant great quite big . And enjoyable.",Business,
705,urbaneater103,16-Nov,The best burger I ever ate!,"My wife and I visited 5 Napkin Burger after going to see a show, the restaurant was understandably busy but we were seated pretty quickly. Slight delay with ordering and my wife asked to change her regular fries for sweet potato fires, when the food...More",Couples,
706,jonathans744,16-Nov,Great Atmosphere ,"Visiting NYC and having quiet a good dinner without spending a fortune is not that easy. Five napkins is a place that you can eat a lot, tasty and not spend a fortune. We went as a party of 8 we all have different entries...More",Families,
707,doccgy,16-Nov,Good Burgers,"Waited 30 mins for a table here but wow it was good. Burgers amazing, service standard. Would advise a visit. Very enjoyable",Couples,
708,CWB39,16-Nov,Yummy lunch!,"I was in New York City for thanksgiving with family. The burgers were absolutely amazing. The second you bite into them, juice comes straight out! They were so moist, and perfectly cooked. I had the bacon cheddar burger, and the bacon in that was so...More",Couples,
709,NoirCiel,16-Nov,Hubby's choice...and it was a good one!,"Did not plan or was recommended. Moe was great very good beer had veggie burger and salad side, excellent service food was great! Highly recommended",Business,
710,294mattg,16-Nov,Awesome,"A perfect choice of burgers, not light ones, in a nice atmosphere, and a very good service.. Can be a good pick.",Business,
711,M841,16-Nov,Good enough but not grrat,Had a delicious original 5 burger.  It was delicious.  Great pickles and sweet potato fries. Very busy at lunch time but we arrived early and were seated immediately.  When we left there was a line to get in.,Families,
712,alienghost83,16-Aug,Best burger in NYC?,"For once, my husband picked the restaurant! He found 5 Napkins online, and it was not too far of a walk from the hotel we were staying at in Times Square. My husband is definitely a burger guy at heart! The place was very crowded,...More",Families,
713,SoapSudz,16-Nov,Just be honest with me!!,Have nothing but amazing things to say about this place. Awesome service. We had to wait about 45 min but just went to the bar and it was great. Food and drinks were so good. Highly recommend! Super casual too.,Solo,
714,rafaelcamelo,16-Nov,Great burger in a pub ambiance ,"Managed to walk in and snag one of the last tables at the time. A good selection of beer, all craft selections
Rings were good, but nothing brilliant.
Burger was cooked exactly as requested and was chock full of everything listed. Egg was well done...More",Couples,
715,730SusanS,16-Nov,Loved it!,"Love this place, I have been the last 2 times I have visited NYC - had a slight wait for food the last time as it was busy, but this meant we could sit at the bar and drink cocktails before ordering food. The barmaid...More",Families,
716,Xenophon2NewDelhi,16-Nov,"Reasonable food, so-so price/quality","After taking the family to the intrepid on Veterans Day, we were all in the mood for a good burger. I had heard good things about Five napkins so we went. It was crowded as you might expect at 6:15 on a Friday, but they...More",Business,
717,aventureuxOhio,16-Nov,Marathon Sunday,"Burger are great, good variety of beers. Tge ambience is more like a pub than a restaurant. I recommend the burger with truffle butter.",Families,
