,Nickname,Visit,Title,Review,Traveler_type,Restaurant
1144,grknn123,18-Sep,Bison burger,"This place is a bit of a gem and if it weren’t for trip advisor, I would never have found it or gone through the door. (I haven’t left yet!) Nice atmosphere and friendly staff. As a first timer I was shown how it works...More",Families,Bareburger
1145,andreabs_93,18-Sep,Perfect burgers,"I tried bison burger for the first time. It was delicious, less spicy than hamburgers is Europe. It's worth trying!",Business,Bareburger
1146,brendanc91,18-Sep,Good Burger & Fries,Great burger restaurant chain in New York! It’s a great place for people like me who don’t eat meat & dairy. Loads of options for you to create your own burger.,Solo,Bareburger
1147,ChristyJE,18-Sep,Great burgers!,I visited Bareburger with my girlfriend and we both enjoyed our meal. After a long day of travelling we decided on bareburger as it was close to our hotel and was an easy place to drop in. I had the american burger and my girlfriend...More,Families,Bareburger
1148,WesleyVanderVeken,18-Aug,Best burgers we had in NY,"Four of us went for an early dinner (pre concert at Sony Hall), and we all loved our burgers.  I had the Paul Bunyan (I love bison burgers), my husband had the Flamin Bacon, and my brother & sister-in-law both ordered the Buckeroo.  The ingredients...More",Families,Bareburger
1149,Fabio B,18-Sep,Amazing Hamburgers,"Great burgers, very original and a lot of choice whether u like meat, vegan or veggie. Great onion rings and Lil sauces along the side. Great price quality!! Recommended",Friends,Bareburger
1150,T3535UWdeborahc,18-Aug,Fantastic!,"We decided to find an option to the crowded places near Times Square and 8th av. We were surprised with the taste and quality of the hamburgers, the place and the service are also good.",Solo,Bareburger
1151,celinebarry13,18-Aug,Vegan and vegetarian menu,"The one i visited was on 57 th street in NYC. Aside from air conditioning that was fairly unambitious, this place had a zen hippie vibe and excellent food. The staff was laid back and friendly, and knowledgable about their product. 
The food was superb....More",Couples,Bareburger
1152,Paulguyinnj,18-Aug,"Great burgers, but where's the beef?","Delighted we got the chance to visit here. The burgers and sides were real good. We chose different burgers each so got to taste each other’s. The server helped us out with Deciding on sauces, a really sweet girl.  That helps make your eating experience...More",Business,Bareburger
1153,stefand987,18-Aug,Excellent burgers,"Fun and hip atmosphere with friendly service. 
I ordered the standard burger with aged cheddar,caramelized onions,lettuce and tomato with special sauce. 
Burger was cooked to medium as ordered. It was juicy,moist and flavorful. Toppings were fresh and flavorful including the special sauce. 

My only beef...More",Solo,Bareburger
1154,ladycat1170,18-Jul,Good food,"Our first day in NY and the USA. We (2 adults, a 16, 7 and 5 year old) had just finished a Circle Line boat tour around the island of Manhattan and were hungry. By chance, we ended up at this Bareburger, a few blocks...More",Friends,Bareburger
1155,V9629GLjasonf,18-Aug,Good burgers!,"Good food, good service, great drinks. A fun place to stop and get a bite. All of our burgers were cooked exactly as requested and the changes, such as no onions, were handled without any issue. A total A+",Couples,Bareburger
1156,Debbie P,18-Jul,Loved trying the Impossible Burger,Good burgers and fries! Waiters were very pleasant and attentive. The mixed drinks we had (the Mexican and sangria) were not that good. The Mexican was a mixture of candied ginger and tequila I believe. It’s an acquired taste but not for me. The sangria...More,Business,Bareburger
1157,OmarArnaout,18-Jul,Impossible Burger delight!,"a few doors down from our hotel
Loved it
Impossible burger lived up to expectations
just don't go for the cheapest wine - yuck!!",Business,Bareburger
1158,kpws2018,18-Aug,"Satisfying Food, Great Bartender","Me and my wife loved this place and had the best vegetarian burger in our lives, the impossible burger! Great atmosphere and great staff! Highly recommended!",Couples,Bareburger
1159,lauracobos64,18-Aug,Salad mystery!,"Ate here with two kids (9 and 13) who had the best, not frighteningly-red, Shirley Temple EVER!  Food was tasty, liked by all.  Great brussel sprouts!",Couples,Bareburger
1160,798ellenr,18-Aug,Great vegetarian burger,"After a visit to the Intrepid museum, we went to this restaurant for lunch on a recent Sunday.  The other 2 people in my party ordered burgers but I chose a spinach salad with grilled lemon chicken, since it was a torrid day and the...More",Families,Bareburger
1161,Marsha P,18-Jul,"Great burgers and shakes, gluten free options","We popped into this busy restaurant before seeing a show and our dinner was excellent 
I enjoyed my vegetarian Thai burger and my sister loved her kale Caesar salad. Even the mustard on the table was top notch.  Do order the avocado basil dressing. It’s...More",Solo,Bareburger
1162,sblackman27,18-Jul,Lots of Burgers to choose from,The food was great and the staff was extremely accommodating for our group of 16.  We had several needing gluten free options and they had several options.  We also had many allergies and the staff was very understanding and helpful.,Couples,Bareburger
1163,Sam S,18-Jul,Good burgers and fries,I recently ate here because I remembered how delicious their burgers are.  The only thing I noticed on this trip was how small the burger patty became - definitely not 6-8oz as my previous visit.  I had to open the bun to see the burger...More,Friends,Bareburger
1164,dmitrysA612DF,18-Jul,Good! ,"Good burgers and enough choice.
Good sweet fries.
Happy hour sees cheap drinks.
Burgers are very nice. Not massive but enough to satisfy. Clean tasting.",Couples,Bareburger
1165,juanjod109,18-Jul,Excellent burgers!,"Just very good! But no wet wipes that are very helpful after burgers. Food is tasty, service is good",Friends,Bareburger
1166,JayCee14,18-Jul,Very Accommodating with Food Allergies,"One of the best burgers in NYC, tasty, organic and full of flavours!
They have some amazing burgers and specials for vegetarians",Business,Bareburger
1167,Andy39,18-Jul,Great food great service,"The name itself was enough to lure us in for a Gluten free meal.  Of course they came through.  Very knowledgeable waitress (sorry I am horrible at names) and answered all of our questions before we could ask, ha.  Food was yummy.  I ordered the...More",Solo,Bareburger
1168,Joe T,18-Jun,Bareburger ='s Yummy Burgers!,Fantastic experience. Great food at reasonable prices. Very knowledgable waitress. One of our party is celiac and the waitress knew every part of the menu what was ok and what needed substituting. Even knew what “water” was without any of us needing  to say waaaaartar!!!...More,Friends,Bareburger
1169,AlbertsFamily,18-Jul,Tastiest burgers in NYC,"I first ate at Bareburgers in the city as it was close by to where I worked at the time, so some co-workers one afternoon suggested we eat lunch there, and I immediately fell in love with this place. The atmosphere inside (although busy) was...More",Families,Bareburger
1170,photoguy_10,18-Jul,"Great, healthy meal",Great salads and tastiest burgers in New York City. Sustainable produce used creatively and  served with a smile. Convient location with clean restrooms.,Friends,Bareburger
1171,sitaramdas,18-Jul,Consciously prepared food,We were looking for a somewhat healthy meal and a burger so we stopped in after being told by a friend to visit. Service was great.  We ended up sharing a salad with chicken and large order of sweet potato fries. I wanted to get...More,Friends,Bareburger
1172,FionaMacF,18-Jul,Delicious burgers - and good if you have specific dietary needs,"This place is perfect for people who have restrictions and/or allergies.  They are very tuned in to all of that stuff.  there are probably six different kinds of veggie burgers, and you can get your burger wrapped in collard greens instead of having bread. it's...More",Families,Bareburger
